"Statistic Label","Year","NACE Rev. 2 Activity","Hazardousness","Waste Category","UNIT","VALUE"
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Solidified, stabilised or vitrified wastes (valid up to 2008)[W13]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste excluding major mineral wastes[TOT_X_MIN]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Total waste","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Primary waste (TOTAL minus SEC)[PRIM]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Secondary waste (W033+W103+W128_13)[SEC]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Spent solvents[W011]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Used oils[W013]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Chemical wastes[W02A]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Industrial effluent sludges[W032]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Health care and biological wastes[W05]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Glass wastes[W071]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Rubber wastes[W073]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Plastic wastes[W074]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Wood wastes[W075]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Textile wastes[W076]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Equipment (subtotal, W077+W08A+W081+W0841)[W077_08]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Waste containing PCB[W077]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Discarded vehicles[W081]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Animal and mixed food waste[W091]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Vegetal wastes[W092]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Household and similar wastes[W101]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Sorting residues[W103]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Common sludges[W11]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Mineral and solidified wastes (subtotal)[W12-13]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Combustion wastes[W124]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Soils[W126]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Dredging spoils[W127]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Mineral wastes from waste treatment and stabilised wastes[W128_13]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Metallic wastes (W061+W062+W063)[W06]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Mineral wastes (except combustion wastes, contaminated soils and polluted dredging spoils) (W121+122+W123+W125+W126, valid up to 2008)[W12A]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Solidified, stabilised or vitrified wastes (valid up to 2008)[W13]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Hazardous[HAZ]","Waste excluding major mineral wastes[TOT_X_MIN]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Total waste","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Primary waste (TOTAL minus SEC)[PRIM]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Secondary waste (W033+W103+W128_13)[SEC]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Chemical and medical wastes (subtotal)[W01-05]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Spent solvents[W011]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Used oils[W013]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Glass wastes[W071]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Rubber wastes[W073]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Plastic wastes[W074]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Wood wastes[W075]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Textile wastes[W076]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Equipment (subtotal, W077+W08A+W081+W0841)[W077_08]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Waste containing PCB[W077]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Discarded vehicles[W081]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Batteries and accumulators wastes[W0841]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Animal and mixed food waste[W091]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Vegetal wastes[W092]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Animal faeces, urine and manure[W093]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Household and similar wastes[W101]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Mixed and undifferentiated materials[W102]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Sorting residues[W103]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Common sludges[W11]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Mineral and solidified wastes (subtotal)[W12-13]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Mineral waste from construction and demolition[W121]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Combustion wastes[W124]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Soils[W126]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Dredging spoils[W127]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Mineral wastes from waste treatment and stabilised wastes[W128_13]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Metallic wastes (W061+W062+W063)[W06]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Mineral wastes (except combustion wastes, contaminated soils and polluted dredging spoils) (W121+122+W123+W125+W126, valid up to 2008)[W12A]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Solidified, stabilised or vitrified wastes (valid up to 2008)[W13]","Tonnes",""
"Waste generated","2008","Water supply; sewerage, waste management and remediation activities (E)","Non-hazardous[NHAZ]","Waste excluding major mineral wastes[TOT_X_MIN]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Total waste","Tonnes","172513"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Primary waste (TOTAL minus SEC)[PRIM]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Secondary waste (W033+W103+W128_13)[SEC]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Chemical and medical wastes (subtotal)[W01-05]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Spent solvents[W011]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Acid, alkaline or saline wastes[W012]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Used oils[W013]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Chemical wastes[W02A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Industrial effluent sludges[W032]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Health care and biological wastes[W05]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, ferrous[W061]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, non-ferrous[W062]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Glass wastes[W071]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Paper and cardboard wastes[W072]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Rubber wastes[W073]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Plastic wastes[W074]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Wood wastes[W075]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Equipment (subtotal, W077+W08A+W081+W0841)[W077_08]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Tonnes","69546"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Tonnes","69546"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sorting residues[W103]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Common sludges[W11]","Tonnes","102967"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral and solidified wastes (subtotal)[W12-13]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral waste from construction and demolition[W121]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Combustion wastes[W124]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Soils[W126]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Dredging spoils[W127]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral wastes from waste treatment and stabilised wastes[W128_13]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metallic wastes (W061+W062+W063)[W06]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral wastes (except combustion wastes, contaminated soils and polluted dredging spoils) (W121+122+W123+W125+W126, valid up to 2008)[W12A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Solidified, stabilised or vitrified wastes (valid up to 2008)[W13]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste excluding major mineral wastes[TOT_X_MIN]","Tonnes","172513"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Total waste","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Primary waste (TOTAL minus SEC)[PRIM]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Secondary waste (W033+W103+W128_13)[SEC]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Spent solvents[W011]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Used oils[W013]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Chemical wastes[W02A]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Industrial effluent sludges[W032]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes",""
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Health care and biological wastes[W05]","Tonnes","0"
"Waste generated","2008","Water collection, treatment and supply; sewerage; remediation activities and other waste management services(E36_E37_E39)","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes","0"
